"","cg1","cg2","cg3","cl1","cl2","cl3","cw1","cw2","cw3","sg1","sg2","sg3","sl1","sl2","sl3","sw1","sw2","sw3"
"WBGene00006189",0,0.021403,0.042804,0,0,0,0,0,0.054222,0,0,0,0,0,0,0.640706,0.788508,0.034655
"WBGene00006190",0,0,0,0,0,0,0,0.014231,0,0,0,0.144102,0,0,0,0,0.418441,0
"WBGene00006191",0.048307,0.067471,0.101202,0.075245,0.016859,0.012186,0,0,0,0,0,0.726811,4.012359,21.80193,3.617676,2.10993,2.040144,14.741405
"WBGene00006192",0.020112,0,0.042134,0.046991,0.063171,0.091324,0.019442,0,0.026687,0,0,0,2.313012,0.013501,0,1.13748,0,4.562577
"WBGene00006193",0.109793,0.115012,0.115007,0.470303,0.268223,0.027697,0.283032,0.029002,0.012141,0.050299,0,0,1.936125,0.024567,0,0.676292,2.891407,0
"WBGene00006194",0.070438,0.196764,0,0,0.024583,0,0.068092,0.093032,0,0,0,0,0.018002,0,0,0,0,0
"WBGene00006195",0.037487,0.058904,0.058901,0.065691,0.085229,0,0.078693,0.04456,0,0,0,0,0.847879,0,0,0,0.266735,0.023844
"WBGene00006196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006197",0,0,0,0.023891,0,0,0,0,0,0,0,0.051235,0,0,0.048575,0,0.007439,0.06931
"WBGene00006198",0.102159,0,0.171216,0.047716,0.085567,0.030925,0.098757,0.080956,0,0,0,0,0.642272,0,0,0,0.007439,0
"WBGene00006199",0.019956,0.020905,0,0,0,0,0.057874,0,0,0,0,0,0,0,0.166055,0,0.101717,0.008462
"WBGene00006200",0.079824,0.041809,0.041807,0.186506,0.100005,0.072287,0.057874,0.037846,0,0,0,0.430362,13.793024,75.841505,26.753737,3.726482,17.768955,0
"WBGene00006201",0.059868,0.104523,0,0.13736,0,0.015103,0,0,0.02648,0,0,0.660555,3.667937,0.026792,0,3.363603,1.930324,3.562496
"WBGene00006202",0,0,0.040804,0.025213,0,0,0,0,0.012922,0,0,0,0.033923,0,0,0,0.016435,0
"WBGene00006203",0,0.021068,0,0,0,0,0,0,0,0,0,0,0.138781,0.094506,0,0,0,0.008528
"WBGene00006204",0,0,0,0,0,0,0,0,0,0,0,0,0,0.136072,0,0,0,1.340886
"WBGene00006205",0.039912,0,0,0,0,0,0.019291,0,0,0,0,0,0,0,0.023722,0,0,0
"WBGene00006206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117158,0
"WBGene00006207",0,0.061598,0.061595,0.045797,0.061566,0,0.037896,0.031066,0,0.035919,0,0.216268,17.823455,13.01296,35.835625,17.857909,39.46367,0.016623
"WBGene00006208",0.174854,0.040703,0,0.045393,0.081364,0.029406,0.037562,0.030792,0,0,0,0,0.923534,6.325222,0,1.327263,0.509283,0
"WBGene00006209",0.019802,0.020744,0.020743,0.046267,0.103664,0.014986,0,0,0,0,0,0,0.349198,0,1.412366,0,0.461413,0
"WBGene00006210",0.050799,0,0.070949,0.039563,0.035457,0,0.098215,0.013419,0.022469,0,0,0.203816,0,0.022733,0,0,0.172618,0
"WBGene00006211",0.113705,0.079407,0.079403,0.066417,0.019841,0,0,0.015018,0,0.972361,0,0,0.232476,0,0,1.071802,0.110393,0
"WBGene00006212",0.436901,0.33445,0.352038,0.922651,0.527805,0.534117,0.552305,0.50602,0.267567,0,0,0.06742,0.52823,0,0.759057,0,0.403783,0
"WBGene00006213",0.157444,0.020824,0.020823,0.185785,0.041626,0.075221,0.038434,0,0.039566,0,0,0.139576,1.539365,0,1.890435,1.03574,1.11134,0
"WBGene00006214",0,0.020429,0.020428,0,0,0,0,0.015454,0.038816,0,0,0,0.463519,0,0,0,0,0
"WBGene00006215",0.019802,0.041487,0,0.046267,0.020733,0.044959,0.019143,0,0.026276,0,0,0,0.030365,0.770983,0.047079,0.011089,0,0.008397
"WBGene00006216",0.05858,0,0,0.022812,0,0,0,0,0,0,0,0,0.13474,0.052431,0,0,0.170621,0
"WBGene00006217",0,0,0.039996,0.044607,0,0,0,0,0,0,0,0,0,0,0,0.865947,0,0.016191
"WBGene00006218",0.019938,0,0.041646,0,0,0,0,0,0,0,0,0,1.380701,2.56857,0,0.35725,0.028814,2.954026
"WBGene00006219",0.0167,0,0,0.019567,0.035072,0,0,0,0,0,0,0,0.030951,0.013583,0,0.458696,0.130991,0.079185
"WBGene00006220",4.4947,4.93691,2.171234,7.379238,4.991456,4.590452,4.176271,1.443756,0.70208,0.034058,0,2.616584,2.221403,2.575502,0.243023,1.756789,2.793585,1.843097
"WBGene00006221",0,0,0,0,0,0,0,0,0,0,0,0,0.402184,0.013042,1.339494,0,0.08488,0.008238
"WBGene00006222",0,0.017699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.566391
"WBGene00006223",0,0,0.020743,0,0,0,0,0.015692,0.013138,0,0,0,0,0,0,0,0.33164,0
"WBGene00006224",0.176297,0.111906,0.161585,0.463401,0.335544,0.113186,0.45439,0.261951,0.029241,0,0,0.641024,0.152064,0.044379,0.052392,0,0.388938,0.027179
"WBGene00006225",0,0,0,0,0.020418,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006226",0.018928,0,0,0,0,0,0,0,0.012558,0,0,0,0.275726,4.662974,1.417478,0.28617,0.261862,0
"WBGene00006227",0.02116,0.022166,0.066496,0.098881,0.066464,0,0,0,0,0,0,0.148575,0.486716,0.085227,0,0,0,0
"WBGene00006228",0.037579,0,0.059045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006229",0.039302,0.08234,0.061752,0.045914,0,0.044615,0.037993,0,0.013038,0,0,0,3.22423,0,0,0.154055,0.701138,0
"WBGene00006230",0,0,0,0,0,0,0,0,0,0,0,0,0,0.264836,0,0,0,0
"WBGene00006231",0,0,0,0.021765,0.019506,0,0.07204,0.029527,0.024721,0,0,0,0,0.012506,0,0,0.203488,0
"WBGene00006232",0,0,0,0,0,0,0,0,0,0.017801,0,0,0,1.421545,0.046189,0,0,6.771784
"WBGene00006233",0.018721,0.039221,0,0.02187,0.019601,0.028336,0,0,0,0,0,0,0,0.012567,0,0,0.027263,0
"WBGene00006234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076204,0
"WBGene00006235",0,0.044762,0.02238,0,0.02237,0,0,0,0,0,0,0,0,0,0,0,0.326708,0.00906
"WBGene00006236",0,0.022381,0,0,0,0,0,0,0,0.058728,0,0,0,0,0,0,0,0
"WBGene00006237",0.036641,0.019191,0.038381,0.042806,0,0.097055,0,0.029037,0.02431,0.621089,83.706506,1.856025,9.916868,17.094533,54.989868,25.247438,31.523084,1.017679
"WBGene00006238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142545,0
"WBGene00006239",0,0,0,0,0,0,0,0,0,0,0,0.100712,0,0,0,0.071558,0.292444,0
"WBGene00006240",0,0,0,0,0,0,0,0,0,0,0,0,0,0.11782,0,0,0.028401,0.033078
"WBGene00006241",0,0,0,0,0,0,0,0.061584,0,0,0,0.126668,0.223436,0.952044,0,0.119671,0.127321,0
"WBGene00006242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171707,0.058328
"WBGene00006243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038568
"WBGene00006244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006245",0,0,0,0,0,0,0,0,0,0,0,0.009893,0,0.013242,0.023449,0,0,0.025094
"WBGene00006246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006248",0,0,0,0,0.023927,0,0,0,0.030324,0,0,0,0,1.104545,0,0,0,0
"WBGene00006249",0,0,0,0,0,0,0,0,0,0,0,0,0,0.606796,0,0,0,0
"WBGene00006250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006251",0,0,0.060368,0,0,0,0,0,0,0,0,0,0,0.025791,0,0,0,0
"WBGene00006252",0,0.056765,0,0.042204,0,0,0.017462,0,0,0,0,0,0,1.091288,0.30061,0,0,0
"WBGene00006253",0,0,0.018921,0,0.037824,0.02734,0,0,0,0,0,0.072473,0,0,0,0,0,0
"WBGene00006254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007668
"WBGene00006255",0.019428,0.020352,0.020351,0.022697,0,0.014703,0,0,0,0,0,0,0,0,0,0,0.141467,0
"WBGene00006256",0.038856,0,0.020351,0.045393,0,0.029406,0,0,0.01289,0,0,0.224105,0.297914,1.551962,0,0,0.099027,0.032953
"WBGene00006257",0.019802,0,0,0,0.020733,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006258",0.038278,0.040097,0,0.022359,0.100191,0.043453,0.060742,0.030333,0.012698,0,0,0,3.503062,5.2574,0,0,0.50329,0
"WBGene00006259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006260",0.018127,0,0,0,0,0,0,0,0,0,0,0,0.097286,0.024336,0,0.19286,0,0
"WBGene00006261",0,0.038156,0.019077,0.021276,0,0,0,0,0,0,0,0,1.089164,0.048903,0,0,0,0.007723
"WBGene00006262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006263",0,0,0.019754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068658,0.007996
"WBGene00006264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006265",0,0,0,0,0,0,0,0,0,0,0,0,0,0.324479,0.024983,0,0,0
"WBGene00006266",0,0,0.021317,0.071324,0.021307,0.030803,0.039346,0,0,1.323894,0,0,0.031206,0.204916,0,0,0,0.008629
"WBGene00006267",0,0,0,0,0,0,0,0,0,0,0,0,0.030365,0,0,0,0,0
"WBGene00006268",0.058506,0,0,0.045565,0.061255,0,0,0.015454,0,0,0,0.009781,0,0,0,0.021841,0.0142,0
"WBGene00006269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006270",0.020595,0.021574,0,0,0.021563,0,0,0,0,0,0,0,0.568464,0,0.024482,0.588174,0.374917,0
"WBGene00006271",0.082053,0.021488,0.042975,0.023964,0.021477,0.015524,0,0,0,0,0,0,0.377464,0,1.706922,0.126355,0,4.053403
"WBGene00006272",0.058065,0.04055,0.020274,0.090445,0.060794,0,0.037421,0,0,0,0,0.465937,0.771662,0,0,0,0.408711,0
"WBGene00006273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006274",0,0.018944,0,0.042254,0.018934,0,0.017482,0.042993,0,0,0,0.589534,0,0,0.021497,0,0,0.023005
"WBGene00006275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006276",0,0,0,0,0,0,0,0.013923,0.023313,0,0,0,0,0,0,0,0.127933,0
"WBGene00006277",0,0,0,0,0,0,0,0,0,0,0,0,0.213377,0,0,0,0,0
"WBGene00006278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039691
"WBGene00006279",0.020378,0.079309,0.021346,0.066336,0.021335,0,0,0.032297,0,0,0,0.303764,1.441651,2.434886,0,0.254373,1.226618,0
"WBGene00006280",0,0,0,0,0,0,0,0,0,0,0,0,0,0.286949,0,0,0,0.023643
"WBGene00006281",0,0,0.019328,0,0,0,0,0,0,0.016907,0,0,0,1.238649,0,0.010333,0,6.267264
"WBGene00006282",0,0,0,0,0,0,0,0,0,0,0,0,1.762428,0,0,0,0.48416,0.024167
"WBGene00006283",0,0.019974,0.019973,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0.032342
"WBGene00006284",0.038136,0,0.019973,0,0.019964,0,0,0.045331,0,0,0,0,0,0,0,0,0,0
"WBGene00006285",0.02226,0.093271,0,0.104018,0.023306,0.033692,0.12911,0.052919,0.014768,0,0,0,0.7168,3.496529,0,0,0.307962,0
"WBGene00006286",0.077713,0.14825,0.020351,0.090787,0.061023,0,0,0.04486,0,1.602087,0,0,2.889769,0.019,2.933031,1.882103,1.744073,0
"WBGene00006287",0.114834,0.040097,0.060143,0.044717,0.040077,0,0,0,0,0,0,0,2.186418,2.839303,0.045502,1.136027,0.752551,7.377014
"WBGene00006288",0.018998,0.059702,0.039799,0.022194,0,0.014377,0.03673,0.015055,0,0,0,0.345667,0.440819,0.589497,0,0,0.420601,0
"WBGene00006289",0,0,0,0.021479,0,0,0,0,0,0,0,0,0,0.012342,0,0,0,0
"WBGene00006306",2.846122,3.032519,2.844995,2.422452,2.315777,1.372359,1.611497,0.998829,1.251656,0.789773,0.019155,0.49755,23.355135,15.786487,22.049124,16.115026,22.885438,0.624113
"WBGene00006307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006308",1.639972,1.526193,1.053318,1.351372,1.234118,0.324295,1.075776,0.560168,0,0,0,2.588625,1.036498,4.899877,0,2.722208,0.928792,0
"WBGene00006309",2.107129,1.735141,1.546216,2.172015,1.934798,1.125643,1.405171,1.000095,0.418648,0.412972,0,0.180839,11.343399,10.332414,3.482597,4.524114,5.710615,1.758313
"WBGene00006311",9.17637,8.148774,11.652135,17.082811,19.710479,8.63497,14.040055,13.575863,4.671929,20.434768,0.008639,6.031381,21.865978,1.381173,5.728745,12.180818,25.245121,1.786909
"WBGene00006318",2.953511,3.488031,3.428765,2.527356,2.757461,2.377567,1.50941,1.520594,2.246585,0.017237,0,9.746105,32.452682,2.576148,8.654271,16.064743,4.69848,20.373179
"WBGene00006319",2.039923,2.66721,3.883667,3.148482,2.089009,2.625586,2.072744,1.061964,1.165699,0,0,16.466203,19.818551,0.039981,5.964905,13.282316,4.83562,10.114735
"WBGene00006321",10.840328,10.994758,12.324587,9.687464,8.999624,7.562413,8.20537,7.704153,7.160024,2.537219,0,2.724758,15.255884,16.931861,11.560205,5.941321,6.417016,1.837894
"WBGene00006324",9.784281,9.171035,7.045484,12.200904,13.414564,4.069169,8.366699,7.234837,1.455433,2.087816,0,3.260508,12.160522,4.746509,7.740004,9.211725,27.362658,0.305125
"WBGene00006331",64.741537,65.416637,26.538943,54.505076,47.220887,22.443748,26.096262,26.942316,10.5603,0.869893,0,14.911918,11.624822,7.759896,15.652999,14.768715,14.586018,8.333508
"WBGene00006342",12.525229,12.764146,7.638697,13.836561,11.005027,4.981231,7.146298,5.560039,2.845323,2.18689,0,1.878651,0,0.751488,0,3.129116,2.64793,0
"WBGene00006349",2.317208,2.159792,1.330733,2.969194,3.100377,1.047178,1.50209,1.153996,0.518311,1.831956,20.653116,1.074145,4.352487,4.290925,3.183435,1.958658,7.026386,0.002807
"WBGene00006351",33.023285,27.982717,39.557582,38.221024,32.302838,42.912657,27.693841,19.702479,20.638944,0,0,0,0,0,0,0,0,0
"WBGene00006352",22.74587,19.027574,19.900007,31.307383,27.249225,14.690307,22.388017,17.004563,7.576906,4.688551,0.021287,8.259973,21.804451,22.53009,9.86149,14.441097,39.832004,9.142041
"WBGene00006353",9.032365,8.539813,9.376035,10.612646,8.951989,7.686287,9.495524,7.015379,4.586176,1.134929,0,2.043,4.795898,0.188586,1.502802,3.959162,5.001673,0.021913
"WBGene00006359",14.038298,14.486167,12.950603,17.000517,19.22118,8.567928,8.245389,6.249008,5.653181,3.795465,18.356734,4.749257,12.984243,6.852677,8.153296,9.60869,23.409924,13.440856
"WBGene00006363",1.446639,1.09063,0.859742,1.071922,1.131592,0.370858,0.636943,0.446407,0.150169,0.053756,0.032043,0.300182,16.978616,23.718754,11.782009,15.673376,10.267739,1.462233
"WBGene00006364",5.799593,5.301972,3.564125,5.679932,4.895002,1.961767,3.473781,3.13006,0.883833,8.124308,0,0.78514,9.140383,9.950698,7.590074,4.212139,4.751268,0.892297
"WBGene00006365",4.05533,3.676512,5.095926,3.761724,3.247568,2.001127,2.917155,2.011723,1.017488,2.76929,13.469093,1.575815,6.699403,7.241543,9.871149,7.678769,9.353167,0.052469
"WBGene00006366",132.769547,117.402271,125.048553,131.892667,106.308868,96.692549,94.178561,64.462018,24.806161,13.411503,194.357994,265.575551,49.018027,12.88614,14.340861,32.292493,2.745494,119.609385
"WBGene00006367",24.059146,21.207346,14.007881,25.608515,18.751832,11.454907,14.953186,9.350584,4.183177,1.795357,78.667987,95.566196,41.84954,22.696338,21.381044,36.302081,4.928437,44.198867
"WBGene00006368",5.82995,5.992714,5.377215,5.820847,4.731562,3.226742,4.602781,2.455,2.055364,2.633658,0,3.099406,1.897739,0.042878,2.771463,3.272817,3.406964,0.022556
"WBGene00006369",0,2.378511,2.403149,2.762628,3.429918,1.844049,2.066711,0,2.08471,0,0,1.823912,2.241514,0,0,0,2.144204,0
"WBGene00006371",5.188868,4.757916,4.669335,5.306135,4.725999,4.012036,4.037316,2.763579,2.686891,0.103074,0,3.38516,5.552423,9.19405,4.763998,4.511966,3.327774,11.75254
"WBGene00006372",0,0,0,0,0,0,0,0,0,0.637622,0,0,0,0,0,0,0,0
"WBGene00006373",24.383404,23.361199,21.295213,35.509714,30.998782,15.413406,23.535613,21.470776,9.596835,8.241049,0,19.403047,21.179379,11.430316,14.324119,8.796778,20.886021,3.134719
"WBGene00006374",7.065017,7.663595,7.750849,10.060585,10.438959,6.77045,8.668498,9.375337,10.428593,0.191517,0,5.272982,4.407154,0.785753,5.143365,3.277325,12.952401,9.288737
"WBGene00006375",12.641384,10.703665,15.133385,19.082813,19.895789,14.927912,12.986264,11.578076,16.294719,8.82839,0,7.432651,12.25598,2.330681,4.307307,9.055643,18.112857,1.961346
"WBGene00006376",12.35995,11.266301,15.506186,21.043324,20.890764,18.00087,19.242348,14.160539,16.241617,9.678693,0.018808,37.97373,41.321738,6.383505,27.534297,24.519303,67.150915,11.314909
"WBGene00006377",11.001289,8.519772,13.780775,17.252197,13.686915,16.151299,13.905051,9.043742,11.198681,1.87842,0.117785,33.310612,29.793866,8.445291,37.50794,25.602869,61.32109,14.023126
"WBGene00006379",0,0,0.269404,0.119975,0,0.068665,0.31733,0,0,0.439698,0,4.158673,5.311984,7.414438,6.550586,4.72498,10.849893,0
"WBGene00006380",0.092095,0.312969,0.385876,0.376561,0.253489,0.158409,0.133542,0.182453,0.137683,0.063381,0,0.607125,32.072654,4.305167,12.48555,22.167619,13.477799,0
"WBGene00006381",37.736877,37.870117,39.454619,40.879252,45.752464,37.457966,38.698637,49.68498,53.354102,12.681547,0,13.740597,17.450562,3.779931,14.48415,11.31431,36.557362,8.66798
"WBGene00006382",5.282106,4.310772,3.220626,6.119222,6.376628,1.935332,3.665547,2.920993,0.955579,0.926464,0.002308,2.976371,8.6856,6.761995,7.879272,5.235855,11.397323,3.359052
"WBGene00006383",4.5512,4.184422,3.927684,5.509351,5.991291,2.578182,3.297568,3.977158,2.006116,2.85209,0,0.495815,2.775841,4.098398,1.259889,2.466245,4.572127,5.156981
"WBGene00006384",3.182747,3.622638,2.608483,3.231145,3.232527,1.618671,1.908798,2.07388,1.354784,0,0.014771,2.606397,3.640283,2.966157,1.919703,2.017594,4.675538,1.434648
"WBGene00006385",10.582394,10.80902,10.305147,12.351694,13.368596,8.79315,9.89291,9.229892,8.321347,0.569848,2.330692,5.416024,13.604531,5.256624,7.908414,13.455793,15.822959,1.842061
"WBGene00006386",9.241693,8.334412,8.385273,12.451207,12.08316,8.067632,10.851089,7.687813,3.713031,4.220239,72.600439,14.234005,38.722251,120.673356,40.731562,27.960096,43.344984,37.036885
"WBGene00006387",10.477101,7.185884,11.066704,10.8611,8.154334,10.747943,5.294574,8.638887,13.502805,0.184156,0,5.439557,9.372725,1.366064,6.990811,7.583589,15.58676,3.106414
"WBGene00006388",1.878354,1.844662,0.909994,1.152037,1.794538,0.675225,1.815798,0.837286,0.82561,0.15059,0,0.824285,1.980201,6.808837,0,3.142319,3.145789,0
"WBGene00006389",9.702015,8.913047,10.162756,11.385852,11.870175,11.272872,8.588425,9.001907,5.718386,3.017136,0.034705,1.296806,2.45694,18.128853,17.391456,2.165711,5.020838,7.468866
"WBGene00006390",5.049833,4.466072,3.979257,7.493559,7.737655,3.054766,5.188518,4.097349,3.681695,0.984659,0,1.646937,4.690889,3.413854,4.843383,3.542551,12.272315,0.119538
"WBGene00006391",5.894629,5.599238,4.925396,6.422045,7.591375,3.062685,8.534974,6.496718,7.521251,30.128562,0,8.016332,8.428788,4.831715,9.073852,3.57626,16.808527,7.164456
"WBGene00006392",4.844049,4.250865,4.620316,4.052616,2.57037,2.888589,4.051059,2.865968,5.310803,6.37303,0,4.422496,4.120979,0,2.609103,3.635269,2.297322,0.157301
"WBGene00006393",0,0,0,0,0,0,0,0,0,1.929551,0,1.681083,2.327765,0,3.58817,0,0,0
"WBGene00006394",2.182724,1.473019,2.594162,4.192674,6.108754,2.048955,4.727282,2.927198,1.740552,3.28831,0,0.578922,1.045943,0.014089,0.698561,0.18804,7.793991,0
"WBGene00006395",6.406419,6.004526,4.709231,5.908572,6.883966,4.848335,5.133722,3.82986,6.916172,2.265553,0,3.227065,2.132774,1.244876,3.607321,1.243004,6.649486,1.298691
"WBGene00006396",12.630909,10.247774,9.580241,15.148508,16.021191,8.099701,10.859258,11.495403,9.941025,0.275695,6.205729,5.149307,5.231496,3.912304,5.348791,4.410721,9.582817,0.825141
"WBGene00006397",106.320624,99.690069,91.48225,103.598474,111.316575,117.521084,111.650622,83.501917,119.926687,74.511356,0,49.394587,36.452036,28.197749,50.027684,30.43266,57.833059,14.927159
"WBGene00006399",0,0,0,0,0,0,0,0,0,0,0,0,0.200037,1.576253,2.752521,0.054787,0.09499,2.074349
"WBGene00006402",0,0.303689,0,0,0,0,0.65929,0,0,25.181347,0,4.392159,15.496449,4.438641,4.439025,7.730604,24.676509,17.903251
"WBGene00006404",60.812672,51.999756,21.162854,42.520955,38.891961,27.035592,32.723357,31.24056,9.441106,3.273969,0,25.07234,78.273647,7.663211,18.302291,111.736698,37.331829,0.089749
"WBGene00006405",10.975746,10.32713,8.438276,12.40254,14.982651,6.16487,9.346827,7.692674,4.824166,0.499493,10.271815,1.487521,10.019236,16.346981,18.197667,7.101051,16.249171,1.591746
"WBGene00006406",11.079283,10.682873,9.276548,15.8343,17.870664,5.537367,9.781085,7.97133,4.007571,4.70288,139.985677,10.794557,23.826047,13.339695,13.439426,15.294255,57.598958,0.246985
"WBGene00006407",37.065741,34.978684,28.214971,42.778409,32.275237,20.035615,28.273007,17.484685,10.985446,24.392986,391.786501,22.688031,333.388589,555.615016,293.218945,303.882981,220.488531,161.95145
"WBGene00006408",175.620994,163.225496,226.391597,195.005395,193.523748,151.31026,168.10643,147.169396,190.280812,98.762324,830.630456,1651.276725,957.038554,157.713403,462.039301,916.663832,701.375066,1188.604016
"WBGene00006409",1.974026,1.571947,2.395245,3.673099,3.890417,1.385772,2.607699,2.151831,1.001518,0,0,3.310524,5.882782,0.905397,8.37757,3.066097,7.388615,2.465701
"WBGene00006410",17.790377,16.807296,17.677266,17.57608,16.486657,14.021058,14.315211,12.880501,9.00199,0.184544,0,7.686699,12.593425,7.932775,20.37973,9.845065,15.466879,2.539052
"WBGene00006411",0.481731,0.49016,0.617945,0.518029,0.520541,0.192639,0.363325,0.233291,0.177787,0.048949,0.010551,0.64381,5.106434,4.500304,8.642151,3.493892,5.953753,0
"WBGene00006412",4.724871,5.557668,4.712374,4.208642,3.669283,2.525387,2.808594,2.259565,1.515968,6.391091,0,1.894909,9.331932,6.860059,4.610012,9.962806,7.347619,7.73747
"WBGene00006414",36.778078,35.76199,36.976701,43.899014,42.184801,38.218146,38.293701,34.044241,29.422775,33.089778,188.715852,16.5242,30.833961,17.956948,21.61748,24.850345,32.753272,11.765055
"WBGene00006415",9.563205,9.515469,8.52944,11.774519,10.618824,6.251389,7.784102,6.725201,4.742059,10.642043,301.206554,51.991106,85.766274,131.45822,133.673459,75.442708,128.610668,107.190503
"WBGene00006416",14.892209,15.792833,16.788622,39.676341,41.927375,17.955139,25.819547,28.258499,15.689245,0.845622,0,77.626963,65.300005,0.43319,70.75042,29.308607,42.637701,6.116376
"WBGene00006418",0.572469,0.813852,1.263558,0.967338,0.963271,1.353876,1.156217,0.874906,0.278073,0.028099,0,1.194569,2.845112,4.467312,3.159494,4.470742,2.180999,0.004335
"WBGene00006419",0,0,0,0,0,0,0,0,0,0,0,0,0,5.088765,0.536176,0,0,10.825353
"WBGene00006423",21.843163,18.569907,13.99381,21.603699,17.886508,6.81171,14.904563,13.934015,4.925971,19.419353,148.982892,34.005751,52.309586,10.853543,17.637155,30.306952,20.476388,44.134217
"WBGene00006424",1.964733,2.090642,1.723906,2.186029,1.756222,0.990945,1.311329,0.875519,0.546407,0.560087,0,0.396744,8.563229,12.807504,16.368539,9.38439,16.145968,12.660059
"WBGene00006428",0.398683,0.215252,0.256995,0.890169,0.621824,0.185674,0.434131,0.19773,0.146067,6.736161,0,5.350102,227.651569,1388.8402,189.046524,161.925454,66.281232,69.535187
"WBGene00006429",0.387835,0.425544,0.564925,0.307077,0.174604,0.2221,0.145722,0.019909,0.276607,0,0,1.929111,0.385251,1.623031,2.448998,0.46264,0.903201,0.008839
"WBGene00006430",5.015076,5.321837,3.771848,5.528348,5.079884,3.112044,3.67022,3.129372,2.526132,0.747565,0,11.522914,33.40475,13.18852,28.74727,24.970054,43.187363,16.209786
"WBGene00006431",2.076726,2.200161,1.301913,1.709298,1.375416,0.744153,1.102639,0.816621,0.704564,1.600071,0,0.86794,3.29304,0.058086,0.561057,2.449148,1.747026,0.010007
"WBGene00006432",16.677067,15.595149,13.359431,16.554857,14.671408,6.882003,9.773193,10.06506,1.858854,1.502429,0,3.687529,8.384584,4.084967,2.993635,7.141729,4.899854,0.003434
"WBGene00006433",0,12.765451,0,0,10.805042,0,24.621422,0,0,57.375926,1.784062,27.167996,88.852818,36.330609,39.319724,52.208406,50.301589,25.816681
"WBGene00006434",456.06329,394.53257,518.614558,372.8089,289.017402,490.199513,319.974896,267.675236,497.794381,187.733261,14.956152,128.534916,231.980644,109.92227,165.921339,223.020267,151.627124,89.460584
"WBGene00006435",0,0,0,0.025598,0.022942,0.033166,0,0.034728,0,0,0,0.292664,0.8232,2.23399,2.89535,0,0,0
"WBGene00006436",6.178193,3.354522,6.325431,5.427377,3.593987,2.94603,1.27123,1.128382,0.834429,1.741572,0.350537,1.195364,2.773566,0.077378,0.740453,1.246455,0.986252,7.78557
"WBGene00006437",12.370896,12.344617,5.30319,13.381121,14.986086,4.984399,9.177168,8.120145,0.196893,1.965508,0.027791,0.479558,8.271816,5.311685,6.670888,2.621894,4.932698,0
"WBGene00006438",70.283632,60.886389,64.486039,74.218229,61.024652,66.082508,55.041359,41.119821,28.919567,1.369898,3.109954,10.831383,6.96086,1.309537,6.599694,9.675375,6.541812,5.932628
"WBGene00006440",5.367714,4.965419,6.02053,7.409121,9.640358,4.668462,6.625889,5.405427,3.763952,5.765568,0,2.269595,2.811176,0.737275,0.873668,1.900565,12.230695,1.337637
"WBGene00006441",1.118772,1.069298,0.992267,1.106645,0.769495,0.525312,0.884156,0.465937,0.52012,0.269361,0,0.581569,0.513409,0.115118,0,0.964869,0.683822,0.595591
"WBGene00006442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00006443",7.685644,7.544945,6.066807,10.256452,9.954443,4.755161,6.115134,5.174194,2.25011,0.008709,0.007463,1.896129,7.662748,6.62248,0.247041,5.087709,20.317128,0
"WBGene00006444",8.708822,8.643101,5.968581,8.101886,7.499204,3.145761,4.652551,4.856404,2.165247,0.01619,0,1.909752,6.395801,3.29207,3.334195,3.740132,4.905543,0.183571
